ID,var_rpta_alt,Prob_uno
631074#272358#810653,1,1.0
245466#381071#698786,0,0.06
557385#523774#556568,0,0.14
320998#421247#658743,1,0.22
83936#685743#394599,1,0.31
64239#124865#962961,0,0.09
540637#129604#958246,1,0.99
305436#31863#876840,0,0.04
243967#291749#791307,1,0.97
150147#874376#205966,1,1.0
386380#422814#657170,1,0.99
312818#22476#1078771,0,0.01
494887#241445#841576,0,0.18
554221#490844#589498,1,0.53
307408#32998#878197,0,0.01
296636#156842#931256,1,1.0
31711#30983#884305,1,0.92
620262#117771#970053,0,0.63
527442#3384#1074056,1,0.94
29071#97654#990111,1,0.86
153221#122225#965593,0,0.47
204016#978514#101828,1,0.12
74337#511255#569087,0,0.1
270848#989755#90587,1,0.19
367980#136792#951311,1,0.92
368291#562545#517797,1,0.17
436901#818023#262319,0,0.27
38223#630015#450327,1,0.44
433104#980015#100327,1,0.96
398320#385998#693853,1,1.0
3427#825457#254885,0,0.2
598928#277428#805606,0,0.33
128571#593244#487098,1,0.94
183413#605227#475115,0,0.02
499331#853963#226379,1,0.96
253819#637149#443193,1,0.1
309425#630231#450111,1,0.33
520235#633013#447329,0,0.23
491306#91589#996176,1,0.99
265736#390231#689648,0,0.06
179311#833260#247082,0,0.08
394204#760339#320003,1,1.0
290824#20365#1013369,0,0.2
594490#347141#733571,0,0.3
258220#550687#529655,0,0.19
322597#251494#831505,0,0.05
371952#954945#125397,1,0.97
121611#471204#609138,0,0.09
456803#339995#740651,0,0.19
8487#318047#765094,0,0.03
210261#81726#1023517,0,0.04
30060#1016950#63392,0,0.59
511745#396955#682949,1,0.93
365504#963611#116731,0,0.15
451246#1019518#60824,0,0.09
237492#277740#805294,0,0.03
530888#485663#594679,0,0.2
70907#669411#410931,0,0.15
505651#880982#199360,0,0.17
431406#973215#107127,0,0.22
33154#943360#136982,0,0.17
416800#1001398#78944,1,1.0
309692#829538#250804,0,0.08
505751#165444#922674,1,0.74
165767#434509#645666,1,1.0
276057#648975#431367,1,0.16
311150#14201#877842,0,0.02
459288#509909#570433,1,0.74
194089#443842#636480,1,1.0
378926#731188#349154,1,0.87
253409#204997#880254,1,0.99
119346#870454#209888,0,0.09
279602#495326#585016,0,0.12
302254#227715#855114,0,0.14
499995#294060#789026,0,0.04
211560#670726#409616,0,0.18
173637#1016318#64024,1,0.95
336409#68302#1036736,1,0.19
451240#13012#1073632,1,1.0
35913#321544#761605,1,0.95
584094#575174#505168,1,1.0
412601#290707#792348,1,0.99
162077#959196#121146,1,0.9
240585#26838#1012640,0,0.05
281554#388841#691019,1,0.99
312737#28524#885238,0,0.05
167068#953935#126407,0,0.09
92890#708667#371675,0,0.29
412338#239230#843781,1,0.99
2136#442825#637480,0,0.15
137938#348394#732349,1,0.9
136284#353565#726302,0,0.16
28234#528545#551797,0,0.32
163607#206853#875811,0,0.04
465576#455890#624444,1,1.0
307890#21907#1010633,0,0.03
249627#434957#645239,0,0.13
307770#32943#876058,0,0.01
395470#976538#103804,1,0.21
110429#22189#1076471,1,0.76
4610#13791#1008409,1,0.89
235202#193481#894768,0,0.27
361055#598298#482044,0,0.04
612931#243755#839242,0,0.1
103609#503135#577207,0,0.15
483303#209384#873345,0,0.21
16137#235633#847260,1,0.25
147251#415429#664525,1,0.99
429581#377256#702599,1,1.0
568110#790860#289482,0,0.19
230777#174231#913882,1,0.99
199304#294716#788379,0,0.2
276789#874#1080163,0,0.11
315966#4303#1011042,0,0.12
230231#311309#771834,0,0.08
16870#184114#908913,0,0.11
12315#8443#1011096,1,0.94
31736#611619#468723,0,0.14
327378#752283#328059,1,0.99
69123#235901#847002,0,0.16
538423#600569#479773,1,1.0
320712#994801#85541,0,0.32
157305#1075956#4386,1,1.0
98607#805787#274555,0,0.34
203377#698881#381461,1,1.0
203768#323027#760107,0,0.11
437653#1070138#10204,1,0.07
267961#707945#372397,1,0.99
488352#127955#959897,1,0.94
295343#405787#674135,1,0.97
561846#686751#393591,1,0.26
441907#76901#1028180,1,0.99
408412#911944#168398,1,0.99
472449#965932#114410,1,0.31
102957#175516#912583,0,0.6
563292#500088#580254,0,0.03
314035#25516#997519,0,0.25
149928#935467#144875,0,0.13
97455#207703#875002,1,0.61
416508#54494#1050453,1,0.98
494755#673857#406485,0,0.09
10952#367035#712826,1,0.91
104565#380799#699056,0,0.07
538743#772484#307858,1,1.0
468754#816418#263924,1,0.99
313106#23164#1006667,0,0.07
294208#332394#748184,1,1.0
439952#141077#947024,1,1.0
606797#8006#1075934,0,0.03
558111#20377#1006116,0,0.85
492640#55203#1049749,1,0.96
425334#441945#638366,0,0.08
189068#95776#992000,1,1.0
230544#162086#926021,1,1.0
431703#247317#835681,0,0.13
214197#198740#889524,1,0.63
518959#376363#703489,1,1.0
180612#89152#1016154,0,0.56
552350#413354#666561,0,0.24
37168#456646#623676,0,0.06
415537#727717#352625,1,0.98
556432#62841#1042146,1,1.0
173581#122129#965687,1,0.99
384872#162033#926072,1,0.99
201396#757897#322445,1,0.98
29162#764196#316146,1,0.99
176663#297884#785220,0,0.15
283973#948213#132129,0,0.18
483160#104083#983691,1,0.32
145695#221195#861598,0,0.2
42526#417789#662208,1,0.99
39062#1001013#79329,0,0.09
489853#583033#497309,0,0.05
426437#39952#1065141,0,0.31
47708#315664#767480,1,0.63
271239#758127#322215,1,0.75
602774#905581#174761,0,0.05
233184#745704#334638,0,0.22
147461#134621#953446,0,0.04
59210#364542#715310,0,0.16
527059#657588#422754,1,0.22
171258#273129#809888,1,0.66
244223#818379#261963,1,1.0
180307#841026#239316,0,0.09
374508#264890#818099,1,0.16
570131#950760#129582,1,0.99
390427#418188#661809,1,1.0
223681#405034#674890,1,0.61
528061#1014248#66094,0,0.3
313340#23552#884920,0,0.03
362277#380024#699829,1,1.0
60417#345265#735420,0,0.18
619808#554593#525749,1,0.99
166076#942727#137615,1,0.38
403672#74208#1030839,0,0.15
130099#845069#235273,0,0.08
210650#490711#589631,0,0.08
395639#126106#961725,1,0.99
428797#887253#193089,1,1.0
440816#881723#198619,0,0.04
304292#849240#231102,1,0.45
112304#316524#766617,1,1.0
310219#26587#753492,0,0.04
378064#121494#966326,1,1.0
312170#26927#877524,0,0.07
380792#1049485#30857,0,0.07
394366#973582#106760,0,0.24
450964#18181#1012313,0,0.13
164039#473327#607015,0,0.07
178143#507920#572422,0,0.05
316411#16529#883976,0,0.17
510501#274119#808900,0,0.02
592101#332383#748195,1,1.0
318753#52620#1052330,1,0.14
364263#13357#1073367,0,0.14
131958#310167#772973,1,0.97
314024#850805#229537,0,0.06
52854#313955#769183,0,0.03
592772#631970#448372,0,0.15
247597#718244#362098,0,0.49
246371#522306#558036,1,0.99
43285#14941#1079322,0,0.04
324592#365646#714210,0,0.2
545616#233013#849818,1,0.98
3810#946632#133710,0,0.06
273715#1001232#79110,1,1.0
484036#369583#710273,0,0.1
518728#638155#442187,0,0.21
93063#445959#634373,0,0.24
249502#756532#323810,1,0.99
444697#597348#482994,1,1.0
573266#386478#693372,0,0.05
315660#17381#1003112,0,0.03
238756#680583#399759,1,0.97
381256#6722#1006444,0,0.02
499202#407031#672890,0,0.18
73540#571086#509256,0,0.18
26077#803938#276404,0,0.21
306282#30203#1014393,0,0.06
309559#538308#542034,0,0.29
179144#672908#407434,1,1.0
529423#126779#961057,0,0.27
109804#1031679#48663,1,0.98
256302#515837#564505,1,1.0
14860#666201#414141,1,1.0
592780#960170#120172,1,1.0
181818#227956#854874,1,0.94
437541#192260#895981,1,0.2
252711#692868#387474,0,0.09
611207#990158#90184,1,0.7
372787#380884#698972,1,0.75
280085#544272#536070,1,1.0
313434#24814#753898,0,0.0
625289#826014#254328,0,0.25
433086#108195#979600,1,0.76
328535#110139#977660,1,1.0
604392#422605#657381,1,1.0
62326#575593#504749,0,0.24
401879#391207#688698,1,0.99
147735#402071#677845,1,0.98
121199#267829#815181,0,0.02
235929#1018514#61828,0,0.29
178937#845497#234845,0,0.13
527307#696837#383505,0,0.22
40988#611928#468414,0,0.4
43500#546201#534141,0,0.22
584379#465776#614566,0,0.01
260342#215594#867170,0,0.26
91175#308007#775111,0,0.11
366230#712912#367430,0,0.13
137507#550888#529454,0,0.09
359764#999294#81048,1,0.21
286828#1044203#36139,1,0.13
203151#677967#402375,0,0.09
371856#910818#169524,0,0.16
136420#366283#713569,0,0.04
32785#870212#210130,1,1.0
251590#159639#928463,1,0.99
347317#205209#880047,1,0.98
112192#595754#484588,0,0.36
182994#317770#765368,1,1.0
378920#820120#260222,0,0.66
376730#587653#492689,0,0.21
200662#464955#615387,0,0.22
174815#653936#426406,1,0.99
200662#464947#615395,0,0.21
521865#400194#679712,1,0.98
630498#170809#917330,1,1.0
182561#850390#229952,0,0.22
314898#667840#412502,1,0.94
151529#891337#189005,0,0.11
301531#995428#84914,1,0.32
246645#702035#378307,1,0.98
497294#971947#108395,1,0.36
105938#204520#880731,1,0.99
268963#464393#615949,1,0.97
428609#861659#218683,1,1.0
501677#430052#649950,1,0.91
104982#1009102#71240,1,0.25
119106#924135#156207,0,0.15
410686#592089#488253,1,0.18
172190#196413#891845,1,0.82
206198#1059417#20925,1,0.92
517534#637992#442350,1,0.97
223226#759016#321326,1,1.0
265806#602642#477700,0,0.04
625118#232266#850569,1,0.98
408916#472397#607945,0,0.18
527030#1015100#65242,1,0.3
629098#704740#375602,0,0.21
457924#1016925#63417,0,0.12
108357#438818#641489,0,0.15
587601#1048182#32160,0,0.15
445876#1055074#25268,0,0.09
153657#732986#347356,0,0.29
188621#1039793#40549,0,0.33
388962#274150#808870,1,1.0
334659#58403#1046576,1,0.21
111719#876314#204028,0,0.19
442097#750012#330330,0,0.09
217077#550901#529441,1,0.22
78450#95237#992541,0,0.13
540132#872812#207530,0,0.06
607606#156557#931546,0,0.17
222536#1013529#66813,0,0.34
528201#242079#840937,1,0.23
142272#436977#643304,0,0.61
43950#422422#657566,0,0.02
218917#567754#512588,0,0.29
617345#690041#390301,0,0.21
341206#215784#866982,1,0.71
402896#668735#411607,1,0.87
400017#720407#359935,0,0.15
371350#984860#95482,1,1.0
192559#121145#966677,0,0.19
128852#84749#1020507,1,1.0
23698#979849#100493,0,0.21
23961#581338#499004,1,0.95
19172#291937#791120,0,0.28
229953#799982#280360,0,0.16
315491#951147#129195,0,0.18
157473#614193#466149,1,1.0
103292#118467#969367,0,0.07
167961#730622#349720,1,0.97
27487#681884#398458,1,1.0
383481#832512#247830,1,0.99
194714#158295#929814,0,0.21
213887#772299#308043,0,0.71
262616#355253#724616,0,0.03
599631#680235#400107,0,0.08
603495#496916#583426,1,1.0
4308#748886#331456,1,0.99
553482#229168#853666,0,0.19
155021#964041#116301,1,0.09
167937#1065154#15188,1,0.89
123092#235471#847417,0,0.63
490938#240836#842183,1,0.11
411345#1043003#37339,0,0.07
314561#22488#1009801,0,0.01
600543#684185#396157,0,0.19
474317#160471#927633,1,0.99
588933#171370#916763,1,1.0
111443#465031#615311,1,0.37
555807#550989#529353,1,1.0
314517#22163#1013139,0,0.06
163066#518564#561778,1,0.97
342034#427038#652943,0,0.02
104711#638504#441838,1,0.37
87341#870923#209419,0,0.14
617322#413940#665983,1,0.92
628526#1024883#55459,1,0.18
3634#831921#248421,1,1.0
114024#847742#232600,1,1.0
2629#706451#373891,0,0.21
107302#221473#861317,1,0.98
480867#800380#279962,0,0.23
366124#1047635#32707,1,1.0
424039#995151#85191,0,0.09
293958#643613#436729,1,0.14
501070#347745#732980,1,0.99
249652#896506#183836,1,0.98
374491#433119#646985,0,0.21
165073#1077181#3161,0,0.21
345429#319203#763941,1,1.0
130184#313775#769361,0,0.16
228418#431086#648954,0,0.02
232452#403832#676088,0,0.12
163591#955366#124976,0,0.34
118441#173574#914541,1,1.0
564039#655357#424985,0,0.09
211259#453607#626731,0,0.09
261670#876287#204055,1,1.0
164306#826660#253682,0,0.54
296606#497370#582972,1,1.0
373282#1050179#30163,1,1.0
265783#236252#846670,1,0.12
563714#870339#210003,0,0.07
100228#348340#732398,0,0.73
229499#1075655#4687,0,0.32
361832#999296#81046,1,0.22
157319#94313#993465,1,0.98
194049#293367#789712,1,1.0
621072#74819#1030233,0,0.07
70083#484681#595661,0,0.18
266917#628791#451551,0,0.36
228228#115358#972461,0,0.14
629526#39938#1065155,0,0.13
434602#57274#1047683,1,0.99
183902#337519#743096,0,0.39
339352#1074307#6035,1,0.97
375666#1077855#2487,1,0.91
340258#886155#194187,0,0.06
190013#634144#446198,0,0.09
518832#450116#630256,1,0.86
557007#998332#82010,0,0.23
474252#51090#1053828,1,0.2
602845#651175#429167,1,0.31
204137#324813#758317,0,0.05
358947#707987#372355,0,0.16
39295#438885#641419,0,0.1
15005#992150#88192,0,0.18
583971#726018#354324,0,0.25
257020#811736#268606,1,0.13
203413#476200#604142,0,0.14
49903#198275#889988,0,0.19
293595#783341#297001,0,0.31
203151#631123#449219,0,0.08
593889#952558#127784,1,1.0
372505#954461#125881,1,1.0
210055#88610#1016688,0,0.11
63219#275875#807152,1,0.11
329015#352603#727267,1,0.98
608455#166545#921576,1,0.98
390292#321568#761580,1,0.97
14865#504231#576111,1,0.72
15998#185400#902745,1,1.0
156574#441715#638595,0,0.2
229321#1075305#5037,1,0.98
381298#550481#529861,1,0.97
615621#739420#340922,1,0.98
537105#671151#409191,0,0.09
92017#181685#906449,1,1.0
177407#525937#554405,0,0.12
186741#595066#485276,1,0.98
294474#621267#459075,0,0.21
70535#769575#310767,1,0.92
505502#762671#317671,0,0.3
537390#365812#714041,0,0.03
175501#867068#213274,0,0.1
613878#199308#888959,1,1.0
510849#638212#442130,0,0.24
611122#192665#895580,0,0.23
495385#178385#909734,1,0.94
308804#30645#1008633,0,0.03
216905#169352#918779,0,0.04
80689#753340#327002,0,0.19
614927#486484#593858,0,0.0
160201#724251#356091,0,0.56
149106#88614#1016684,0,0.14
59673#696271#384071,1,0.19
528703#664473#415869,1,0.53
187361#472577#607765,0,0.03
423108#809080#271262,0,0.83
311404#25390#1002647,0,0.1
353402#634267#446075,0,0.13
452979#781665#298677,1,0.66
264262#193832#894419,0,0.53
218238#562088#518254,1,0.98
105107#272638#810383,0,0.05
577367#262690#820294,0,0.09
412848#227842#854987,1,0.59
228828#576173#504169,1,0.3
284374#351908#728882,0,0.26
137479#881404#198938,0,0.08
277612#765455#314887,1,0.12
327346#874317#206025,0,0.01
520208#167713#920419,0,0.02
312071#21645#1012917,0,0.05
555170#69131#1035917,1,1.0
97329#850546#229796,0,0.09
132223#129576#958274,1,0.98
526692#424953#655023,1,0.99
512678#794451#285891,0,0.07
248406#444998#635332,0,0.15
513485#535962#544380,1,1.0
463059#899569#180773,0,0.34
565046#658613#421729,0,0.08
602716#497410#582932,0,0.16
438911#743649#336693,0,0.09
463343#710393#369949,1,0.96
270666#954602#125740,1,1.0
595065#542582#537760,0,0.1
578380#736614#343728,1,1.0
585390#870281#210061,1,0.99
563083#52105#1052843,1,0.14
389840#1060854#19488,0,0.16
628237#413477#666440,0,0.09
561060#46176#1058652,0,0.02
364193#896092#184250,0,0.14
32715#895903#184439,0,0.25
553795#592572#487770,1,1.0
347890#827935#252407,0,0.08
53895#676077#404265,1,0.98
175680#918375#161967,1,0.96
536962#185304#902839,0,0.37
344043#882622#197720,1,0.22
371917#259387#823600,0,0.12
487918#861954#218388,0,0.14
141659#357631#722234,0,0.02
19984#694360#385982,0,0.37
280208#714891#365451,0,0.11
22094#435115#645088,1,0.99
39643#250683#832317,1,0.97
218923#1055132#25210,1,0.79
492384#240167#842853,0,0.07
606810#59554#1045423,0,0.02
269280#964831#115511,1,0.68
559741#382753#697097,1,1.0
229627#517391#562951,0,0.2
498926#322690#760448,1,1.0
255922#1047896#32446,1,0.96
475088#873663#206679,0,0.1
416656#530155#550187,0,0.04
395670#575807#504535,0,0.1
93336#453191#627158,0,0.16
218813#759419#320923,0,0.09
41446#1060660#19682,0,0.56
574331#556245#524097,0,0.48
101635#127673#960174,1,0.95
605172#801590#278752,1,1.0
247879#456657#623665,0,0.12
612461#230889#851945,1,0.99
27928#1019324#61018,1,0.77
16871#563791#516551,0,0.4
363217#1006876#73466,1,0.94
131566#709117#371225,0,0.0
304816#622273#458069,0,0.19
205695#872789#207553,0,0.05
447404#269032#813979,1,0.99
578225#64861#1040148,1,0.98
608087#541974#538368,0,0.08
170552#849480#230862,1,1.0
629850#128203#959647,1,0.98
394163#881877#198465,0,0.04
459609#270039#812973,1,0.21
88168#1031372#48970,0,0.04
348878#378286#701571,0,0.08
99753#324913#758217,0,0.02
19553#346933#733777,0,0.19
232939#1060559#19783,1,0.31
6310#557118#523224,0,0.31
174155#1015134#65208,0,0.55
357330#891418#188924,0,0.07
277094#899295#181047,0,0.13
22839#675638#404704,0,0.16
497115#352155#727718,0,0.07
312542#28042#753077,0,0.01
500519#507999#572343,0,0.3
535223#257971#825015,1,0.71
376639#161187#926920,0,0.04
495558#648946#431396,0,0.33
616987#199560#888709,1,1.0
233316#803223#277119,0,0.14
560122#526411#553931,0,0.2
238440#624659#455683,1,1.0
400082#264294#818694,0,0.05
267642#104306#983466,0,0.22
520178#170636#917503,1,1.0
417616#765249#315093,0,0.06
178966#1062989#17353,0,0.59
612568#175285#912818,0,0.29
610830#694204#386138,0,0.24
256114#117837#969988,0,0.19
260553#389868#689990,0,0.2
296294#691793#388549,0,0.35
629213#56912#1048040,0,0.06
524262#870992#209350,1,1.0
454692#868359#211983,0,0.14
291142#7644#1072909,1,0.86
609707#689738#390604,0,0.1
118835#673823#406519,0,0.0
50853#687926#392416,1,1.0
56086#1054726#25616,1,0.91
77353#414491#665437,0,0.45
60157#200671#887598,0,0.08
22794#317067#766074,1,0.99
526568#1014740#65602,1,1.0
5491#960405#119937,0,0.02
560141#868797#211545,0,0.24
607204#419015#660977,1,0.99
75318#299781#783326,0,0.28
15794#477461#602881,0,0.08
88675#103360#984412,1,0.99
479085#1005391#74951,0,0.11
516954#51105#1053814,0,0.6
273206#82192#1023057,1,0.97
122342#513609#566733,0,0.75
605219#86827#1018438,0,0.01
565940#1029793#50549,1,0.98
569181#890006#190336,1,0.57
578702#168659#919473,1,0.77
266213#242203#840812,1,1.0
256330#620195#460147,1,1.0
491304#651348#428994,0,0.41
64100#772415#307927,1,1.0
213198#453138#627209,1,1.0
289841#290921#792135,1,1.0
341981#179367#908757,0,0.02
34201#481166#599176,0,0.11
362317#968776#111566,0,0.14
145827#250687#832313,1,0.3
11625#10777#1003603,0,0.07
322079#249969#833031,0,0.06
35064#240311#842708,1,0.96
212540#646013#434329,0,0.12
208581#432102#647970,0,0.54
442234#50748#1054147,1,1.0
496009#1000538#79804,1,1.0
381477#747657#332685,0,0.09
353779#355425#724441,0,0.1
123309#791802#288540,1,1.0
311375#30850#886231,0,0.0
598116#644185#436157,0,0.07
413413#607766#472576,0,0.29
9431#221685#861105,1,1.0
72906#973744#106598,1,1.0
424911#530640#549702,0,0.17
181485#603791#476551,1,0.98
386520#14241#1011223,0,0.06
367520#139680#907112,0,0.04
240629#1074070#6272,0,0.14
157473#614199#466143,1,0.99
595711#667321#413021,0,0.92
421075#309679#773452,0,0.13
581288#659908#420434,1,0.93
144185#944854#135488,1,1.0
102456#117940#969891,0,0.16
321092#377402#702456,1,0.71
199255#80545#1024689,0,0.23
311336#32868#877325,1,0.12
274594#963044#117298,1,0.34
32740#155588#932517,1,0.77
616864#878920#201422,1,0.98
623840#408954#670969,1,1.0
28600#783175#297167,0,0.06
267901#852150#228192,1,0.62
483460#21136#1009386,0,0.28
259281#231003#851830,1,0.86
282115#491970#588372,0,0.17
202517#113893#973921,0,0.16
54489#1054973#25369,1,0.58
199448#19671#1008431,0,0.12
519576#608126#472216,0,0.07
507945#1021731#58611,0,0.09
309767#599676#480666,0,0.19
269037#512884#567458,0,0.23
77291#902697#177645,0,0.27
